OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
115572,03-03-2025,C02595,East,Chair,Furniture,1,3777,3777,Completed,Ravi
115573,11-05-2025,C05694,East,Laptop,Electronics,3,48499,145497,Returned,Amit
115574,26-05-2025,C09134,West,Laptop,Electronics,1,51129,51129,Completed,Ravi
115575,02-06-2025,C04673,North,Mobile,Electronics,1,19540,19540,Completed,Neha
115576,17-04-2025,C10461,East,Mobile,Electronics,2,20315,40630,Cancelled,Raj
115577,28-05-2025,C09050,North,Table,Furniture,5,6675,33375,Cancelled,Ravi
115578,03-04-2025,C13612,East,Mobile,Electronics,2,19800,39600,Completed,Neha
115579,27-03-2025,C09779,East,Laptop,Electronics,2,49546,99092,Completed,Amit
115580,27-06-2025,C00856,West,Mobile,Electronics,2,20354,40708,Completed,Ravi
115581,01-05-2025,C15022,North,Chair,Furniture,3,4854,14562,Completed,Amit
115582,20-03-2025,C05921,North,Laptop,Electronics,2,51045,102090,Cancelled,Neha
115583,10-01-2025,C09408,West,Chair,Furniture,4,1990,7960,Completed,Raj
115584,29-05-2025,C09895,North,Headphones,Accessories,1,2630,2630,Completed,Amit
115585,29-01-2025,C13055,North,Table,Furniture,2,8685,17370,Completed,Neha
115586,06-04-2025,C12147,East,Mobile,Electronics,3,20441,61323,Completed,Ravi
115587,10-01-2025,C17525,East,Chair,Furniture,3,2926,8778,Completed,Neha
115588,13-01-2025,C17227,North,Mobile,Electronics,5,21113,105565,Completed,Neha
115589,16-02-2025,C03837,North,Headphones,Accessories,4,3111,12444,Completed,Raj
115590,31-05-2025,C13405,North,Laptop,Electronics,3,48108,144324,Completed,Raj
115591,19-02-2025,C11971,East,Laptop,Electronics,5,48591,242955,Returned,Sneha
115592,12-05-2025,C19001,East,Headphones,Accessories,4,628,2512,Cancelled,Ravi
115593,26-04-2025,C01606,East,Table,Furniture,3,5265,15795,Cancelled,Neha
115594,23-04-2025,C03832,West,Mobile,Electronics,5,20369,101845,Completed,Neha
115595,26-03-2025,C19017,South,Chair,Furniture,3,2573,7719,Completed,Amit
115596,22-02-2025,C04872,West,Table,Furniture,3,8444,25332,Completed,Amit
115597,10-05-2025,C13438,North,Laptop,Electronics,5,49154,245770,Returned,Amit
115598,09-03-2025,C06643,South,Chair,Furniture,5,4528,22640,Completed,Ravi
115599,20-03-2025,C11077,South,Headphones,Accessories,1,2777,2777,Completed,Neha
115600,26-02-2025,C15382,North,Table,Furniture,1,6271,6271,Completed,Ravi
115601,07-04-2025,C16364,South,Mobile,Electronics,1,21733,21733,Returned,Raj
115602,15-05-2025,C07325,East,Chair,Furniture,5,1264,6320,Cancelled,Ravi
115603,27-05-2025,C08454,North,Chair,Furniture,4,4368,17472,Completed,Neha
115604,21-06-2025,C14446,West,Laptop,Electronics,2,48975,97950,Completed,Ravi
115605,04-03-2025,C09991,South,Headphones,Accessories,4,78,312,Returned,Amit
115606,06-03-2025,C08693,South,Laptop,Electronics,4,50403,201612,Returned,Neha
115607,08-02-2025,C08033,South,Mobile,Electronics,5,18211,91055,Completed,Raj
115608,19-04-2025,C11215,South,Table,Furniture,4,8769,35076,Completed,Sneha
115609,26-01-2025,C12351,West,Headphones,Accessories,5,325,1625,Completed,Amit
115610,21-06-2025,C13665,North,Table,Furniture,5,8541,42705,Completed,Neha
115611,12-01-2025,C13331,South,Mobile,Electronics,1,19094,19094,Cancelled,Ravi
115612,30-05-2025,C16965,East,Chair,Furniture,1,3280,3280,Completed,Ravi
115613,18-03-2025,C01852,North,Headphones,Accessories,4,541,2164,Cancelled,Raj
115614,22-05-2025,C18524,South,Headphones,Accessories,4,2225,8900,Completed,Raj
115615,27-03-2025,C18577,West,Headphones,Accessories,3,1752,5256,Returned,Amit
115616,30-01-2025,C18607,South,Headphones,Accessories,2,2320,4640,Completed,Raj
115617,21-06-2025,C19601,North,Headphones,Accessories,5,1627,8135,Completed,Amit
115618,15-06-2025,C06279,West,Headphones,Accessories,1,213,213,Completed,Sneha
115619,19-06-2025,C16925,East,Laptop,Electronics,3,49368,148104,Completed,Ravi
115620,21-02-2025,C01736,East,Chair,Furniture,5,1076,5380,Completed,Sneha
115621,04-03-2025,C11012,South,Laptop,Electronics,5,49691,248455,Completed,Amit
115622,30-04-2025,C05707,South,Chair,Furniture,1,1418,1418,Completed,Ravi
115623,15-04-2025,C05161,South,Table,Furniture,5,8208,41040,Cancelled,Amit
115624,11-06-2025,C06603,South,Chair,Furniture,4,1013,4052,Returned,Sneha
115625,08-02-2025,C09157,East,Laptop,Electronics,3,51514,154542,Completed,Ravi
115626,10-02-2025,C06122,East,Mobile,Electronics,4,18965,75860,Cancelled,Amit
115627,01-05-2025,C07910,South,Laptop,Electronics,3,48965,146895,Cancelled,Neha
115628,18-04-2025,C04720,East,Mobile,Electronics,5,20135,100675,Completed,Amit
115629,14-06-2025,C14540,North,Mobile,Electronics,2,20134,40268,Completed,Ravi
115630,06-03-2025,C18490,West,Table,Furniture,1,5401,5401,Completed,Raj
115631,28-04-2025,C06829,South,Table,Furniture,5,6010,30050,Returned,Neha
115632,20-03-2025,C14925,East,Laptop,Electronics,1,49394,49394,Completed,Ravi
115633,09-06-2025,C14384,East,Mobile,Electronics,4,18252,73008,Returned,Amit
115634,08-01-2025,C09739,West,Mobile,Electronics,1,18065,18065,Completed,Amit
115635,07-04-2025,C07656,North,Laptop,Electronics,3,50759,152277,Completed,Ravi
115636,18-01-2025,C04045,West,Table,Furniture,5,5615,28075,Completed,Amit
115637,22-06-2025,C13428,South,Headphones,Accessories,4,625,2500,Completed,Amit
115638,06-04-2025,C16412,South,Table,Furniture,3,7748,23244,Completed,Raj
115639,02-02-2025,C09331,South,Chair,Furniture,1,1171,1171,Completed,Neha
115640,05-01-2025,C02948,North,Table,Furniture,1,7247,7247,Cancelled,Sneha
115641,07-05-2025,C12508,West,Laptop,Electronics,4,48539,194156,Returned,Ravi
115642,15-03-2025,C05875,North,Chair,Furniture,3,2342,7026,Completed,Ravi
115643,06-05-2025,C15539,East,Headphones,Accessories,4,1550,6200,Cancelled,Sneha
115644,13-06-2025,C10634,North,Chair,Furniture,1,2412,2412,Completed,Amit
115645,31-05-2025,C16369,North,Chair,Furniture,4,3364,13456,Completed,Ravi
115646,17-06-2025,C18423,South,Mobile,Electronics,2,21994,43988,Returned,Raj
115647,05-01-2025,C06964,West,Headphones,Accessories,2,318,636,Completed,Sneha
115648,03-02-2025,C18194,East,Headphones,Accessories,2,1676,3352,Cancelled,Amit
115649,24-01-2025,C08898,North,Laptop,Electronics,4,50495,201980,Completed,Neha
115650,25-05-2025,C18088,West,Chair,Furniture,4,2614,10456,Cancelled,Neha
115651,05-04-2025,C03094,West,Chair,Furniture,1,1040,1040,Returned,Neha
115652,12-03-2025,C07269,South,Chair,Furniture,2,4083,8166,Completed,Amit
115653,02-04-2025,C03248,West,Headphones,Accessories,1,2208,2208,Completed,Ravi
115654,05-05-2025,C16656,West,Laptop,Electronics,2,51224,102448,Returned,Raj
115655,22-01-2025,C05169,East,Mobile,Electronics,3,21755,65265,Completed,Raj
115656,15-01-2025,C06719,West,Chair,Furniture,3,3010,9030,Completed,Raj
115657,11-04-2025,C13224,North,Chair,Furniture,4,4399,17596,Completed,Amit
115658,15-01-2025,C14648,East,Laptop,Electronics,2,49116,98232,Completed,Sneha
115659,02-06-2025,C09570,West,Table,Furniture,4,5818,23272,Completed,Neha
115660,22-02-2025,C15212,South,Laptop,Electronics,4,51547,206188,Completed,Neha
115661,29-05-2025,C19277,East,Headphones,Accessories,1,1184,1184,Completed,Amit
115662,12-04-2025,C01968,East,Table,Furniture,4,6603,26412,Returned,Sneha
115663,23-04-2025,C09100,West,Mobile,Electronics,2,20359,40718,Completed,Sneha
115664,01-02-2025,C04815,South,Chair,Furniture,1,3291,3291,Completed,Amit
115665,21-01-2025,C03806,East,Headphones,Accessories,4,3110,12440,Completed,Sneha
115666,21-06-2025,C06498,West,Chair,Furniture,4,1252,5008,Completed,Amit
115667,24-03-2025,C01568,West,Table,Furniture,2,7221,14442,Completed,Amit
115668,14-01-2025,C05397,North,Mobile,Electronics,1,18487,18487,Completed,Raj
115669,15-01-2025,C00203,East,Laptop,Electronics,5,48365,241825,Returned,Amit
115670,28-05-2025,C01932,East,Chair,Furniture,1,2097,2097,Cancelled,Ravi
115671,03-02-2025,C08807,East,Mobile,Electronics,2,18801,37602,Completed,Sneha
115672,13-06-2025,C04271,East,Mobile,Electronics,2,19377,38754,Returned,Sneha
115673,24-03-2025,C05373,West,Laptop,Electronics,5,50472,252360,Completed,Neha
115674,09-01-2025,C13666,West,Headphones,Accessories,2,3230,6460,Completed,Raj
115675,07-06-2025,C19822,North,Mobile,Electronics,3,21287,63861,Completed,Neha
115676,18-03-2025,C01178,West,Table,Furniture,3,5308,15924,Completed,Sneha
115677,12-06-2025,C09512,South,Mobile,Electronics,3,19554,58662,Completed,Ravi
115678,21-05-2025,C07824,South,Chair,Furniture,2,3292,6584,Completed,Sneha
115679,23-06-2025,C19378,West,Laptop,Electronics,5,48225,241125,Completed,Amit
115680,09-01-2025,C02413,East,Mobile,Electronics,5,20665,103325,Returned,Ravi
115681,05-02-2025,C08458,East,Mobile,Electronics,3,18870,56610,Completed,Neha
115682,27-04-2025,C16892,South,Mobile,Electronics,4,20527,82108,Completed,Neha
115683,03-01-2025,C17772,West,Laptop,Electronics,3,48779,146337,Completed,Amit
115684,19-01-2025,C04030,North,Chair,Furniture,1,2871,2871,Returned,Sneha
115685,05-06-2025,C16635,North,Headphones,Accessories,5,3730,18650,Completed,Amit
115686,23-01-2025,C18951,South,Chair,Furniture,2,1123,2246,Completed,Neha
115687,14-04-2025,C08678,North,Chair,Furniture,4,2462,9848,Completed,Amit
115688,15-05-2025,C00197,South,Mobile,Electronics,5,20459,102295,Completed,Raj
115689,15-04-2025,C17683,North,Headphones,Accessories,4,1167,4668,Completed,Neha
115690,22-05-2025,C05486,South,Chair,Furniture,2,3330,6660,Completed,Sneha
115691,15-02-2025,C11799,South,Table,Furniture,4,6675,26700,Cancelled,Ravi
115692,23-05-2025,C14591,East,Mobile,Electronics,2,18859,37718,Completed,Neha
115693,15-01-2025,C05206,South,Mobile,Electronics,3,19939,59817,Completed,Raj
115694,20-02-2025,C11108,East,Mobile,Electronics,2,20956,41912,Completed,Raj
115695,20-04-2025,C10421,North,Mobile,Electronics,5,20546,102730,Completed,Sneha
115696,08-01-2025,C02197,North,Laptop,Electronics,5,48612,243060,Completed,Neha
115697,10-03-2025,C17746,West,Laptop,Electronics,3,49497,148491,Returned,Raj
115698,28-06-2025,C19046,East,Table,Furniture,4,5493,21972,Returned,Raj
115699,04-03-2025,C06693,South,Laptop,Electronics,1,51059,51059,Completed,Neha
115700,09-03-2025,C18329,West,Chair,Furniture,3,4914,14742,Completed,Amit
115701,24-05-2025,C17447,South,Laptop,Electronics,2,51783,103566,Returned,Sneha
115702,01-06-2025,C12843,South,Mobile,Electronics,5,21235,106175,Cancelled,Ravi
115703,06-01-2025,C01230,North,Laptop,Electronics,1,50157,50157,Completed,Ravi
115704,29-04-2025,C08418,North,Table,Furniture,4,6379,25516,Completed,Ravi
115705,26-02-2025,C02486,West,Table,Furniture,5,8784,43920,Completed,Raj
115706,31-01-2025,C07263,West,Mobile,Electronics,3,19718,59154,Completed,Amit
115707,06-01-2025,C01457,West,Chair,Furniture,2,1528,3056,Returned,Amit
115708,06-06-2025,C01535,North,Table,Furniture,3,6010,18030,Completed,Ravi
115709,08-03-2025,C04583,East,Laptop,Electronics,3,48523,145569,Completed,Ravi
115710,11-05-2025,C02659,North,Table,Furniture,5,5972,29860,Completed,Ravi
115711,05-06-2025,C13847,South,Chair,Furniture,3,3316,9948,Returned,Neha
115712,15-03-2025,C10974,West,Chair,Furniture,4,1228,4912,Completed,Sneha
115713,24-04-2025,C02560,North,Chair,Furniture,4,4438,17752,Cancelled,Neha
115714,07-04-2025,C06954,West,Table,Furniture,2,7656,15312,Completed,Neha
115715,25-06-2025,C10229,North,Headphones,Accessories,2,2894,5788,Completed,Raj
115716,21-03-2025,C17374,East,Headphones,Accessories,2,2531,5062,Returned,Neha
115717,03-05-2025,C19016,South,Laptop,Electronics,1,48631,48631,Completed,Raj
115718,18-05-2025,C02698,East,Table,Furniture,4,8189,32756,Completed,Ravi
115719,02-02-2025,C15570,West,Headphones,Accessories,2,3878,7756,Completed,Ravi
115720,20-05-2025,C03184,South,Laptop,Electronics,5,50268,251340,Returned,Amit
115721,13-02-2025,C17124,East,Mobile,Electronics,3,20910,62730,Completed,Amit
115722,13-01-2025,C07913,South,Mobile,Electronics,4,19412,77648,Cancelled,Sneha
115723,01-06-2025,C16887,South,Table,Furniture,5,8096,40480,Cancelled,Neha
115724,21-06-2025,C05682,South,Table,Furniture,1,6490,6490,Returned,Sneha
115725,26-02-2025,C14667,North,Mobile,Electronics,1,18926,18926,Completed,Ravi
115726,06-04-2025,C12680,West,Laptop,Electronics,3,50427,151281,Completed,Sneha
115727,24-05-2025,C06595,East,Mobile,Electronics,1,20059,20059,Completed,Raj
115728,19-04-2025,C08475,West,Table,Furniture,2,5458,10916,Completed,Raj
115729,30-04-2025,C08381,South,Table,Furniture,4,8847,35388,Cancelled,Raj
115730,10-04-2025,C18199,South,Laptop,Electronics,4,48192,192768,Completed,Neha
115731,29-05-2025,C17324,South,Laptop,Electronics,3,50967,152901,Completed,Sneha
115732,21-04-2025,C03940,South,Chair,Furniture,4,1255,5020,Returned,Amit
115733,20-02-2025,C02662,South,Table,Furniture,1,7080,7080,Completed,Sneha
115734,21-01-2025,C10015,South,Chair,Furniture,4,4899,19596,Completed,Ravi
115735,01-03-2025,C01980,West,Chair,Furniture,4,2682,10728,Returned,Ravi
115736,28-06-2025,C19767,North,Chair,Furniture,1,3216,3216,Completed,Ravi
115737,21-01-2025,C08600,North,Table,Furniture,3,7634,22902,Completed,Amit
115738,17-04-2025,C09534,West,Table,Furniture,4,6178,24712,Completed,Amit
115739,06-05-2025,C10741,West,Table,Furniture,4,7446,29784,Completed,Neha
115740,14-05-2025,C15712,West,Laptop,Electronics,4,51895,207580,Cancelled,Neha
115741,14-03-2025,C08465,West,Chair,Furniture,3,3633,10899,Returned,Amit
115742,17-03-2025,C02915,East,Table,Furniture,2,6700,13400,Completed,Ravi
115743,19-03-2025,C01036,North,Chair,Furniture,5,2366,11830,Completed,Neha
115744,14-05-2025,C01191,North,Laptop,Electronics,3,50242,150726,Completed,Neha
115745,06-03-2025,C00269,West,Headphones,Accessories,1,1861,1861,Completed,Ravi
115746,27-03-2025,C18526,East,Laptop,Electronics,3,49828,149484,Completed,Ravi
115747,03-02-2025,C18538,West,Table,Furniture,3,7774,23322,Completed,Ravi
115748,25-02-2025,C18121,North,Mobile,Electronics,2,21306,42612,Completed,Raj
115749,16-03-2025,C01337,East,Table,Furniture,1,8912,8912,Returned,Raj
115750,03-01-2025,C12524,South,Headphones,Accessories,1,2722,2722,Completed,Amit
115751,19-06-2025,C12011,South,Laptop,Electronics,4,49437,197748,Completed,Sneha
115752,06-01-2025,C17080,South,Table,Furniture,5,6426,32130,Completed,Ravi
115753,06-01-2025,C17817,South,Chair,Furniture,5,3096,15480,Completed,Sneha
115754,28-05-2025,C01384,East,Table,Furniture,5,8624,43120,Completed,Amit
115755,29-05-2025,C03972,West,Mobile,Electronics,1,20653,20653,Completed,Neha
115756,02-01-2025,C11911,North,Headphones,Accessories,2,2400,4800,Cancelled,Sneha
115757,31-03-2025,C10327,East,Laptop,Electronics,4,48868,195472,Cancelled,Neha
115758,25-02-2025,C08940,South,Table,Furniture,1,7375,7375,Completed,Ravi
115759,06-04-2025,C03180,East,Chair,Furniture,4,1450,5800,Cancelled,Amit
115760,10-01-2025,C02697,North,Table,Furniture,4,8823,35292,Completed,Ravi
115761,28-03-2025,C16761,East,Table,Furniture,4,6713,26852,Completed,Neha
115762,11-03-2025,C16137,South,Table,Furniture,3,7831,23493,Returned,Neha
115763,31-05-2025,C12245,East,Chair,Furniture,2,2029,4058,Completed,Ravi
115764,23-04-2025,C08579,West,Mobile,Electronics,2,20612,41224,Completed,Sneha
115765,30-01-2025,C14157,East,Chair,Furniture,5,2713,13565,Completed,Amit
115766,08-05-2025,C04326,East,Chair,Furniture,3,4159,12477,Completed,Sneha
115767,19-03-2025,C04050,South,Table,Furniture,4,6559,26236,Cancelled,Sneha
115768,14-06-2025,C18807,South,Headphones,Accessories,5,3922,19610,Returned,Raj
115769,24-02-2025,C02286,North,Mobile,Electronics,1,20940,20940,Completed,Ravi
115770,18-02-2025,C04063,North,Headphones,Accessories,4,1358,5432,Completed,Ravi
115771,03-02-2025,C06391,North,Table,Furniture,1,6215,6215,Completed,Ravi
115772,15-04-2025,C08578,South,Chair,Furniture,2,4703,9406,Cancelled,Sneha
115773,21-06-2025,C16031,East,Mobile,Electronics,3,19121,57363,Completed,Amit
115774,22-01-2025,C01062,East,Table,Furniture,3,7014,21042,Completed,Ravi
115775,31-01-2025,C17485,West,Headphones,Accessories,5,1308,6540,Completed,Ravi
115776,15-05-2025,C09985,South,Laptop,Electronics,4,51830,207320,Returned,Sneha
115777,15-04-2025,C04505,South,Chair,Furniture,4,3267,13068,Completed,Raj
115778,29-05-2025,C15710,North,Table,Furniture,1,6991,6991,Completed,Raj
115779,16-01-2025,C03650,West,Laptop,Electronics,2,49453,98906,Completed,Amit
115780,20-01-2025,C15972,South,Chair,Furniture,2,2405,4810,Completed,Amit
115781,12-02-2025,C00844,North,Laptop,Electronics,5,48831,244155,Cancelled,Amit
115782,21-06-2025,C05583,North,Table,Furniture,3,8825,26475,Returned,Neha
115783,16-02-2025,C04650,West,Mobile,Electronics,1,18315,18315,Returned,Raj
115784,24-04-2025,C11712,North,Chair,Furniture,5,3858,19290,Completed,Neha
115785,19-01-2025,C11258,North,Table,Furniture,1,5440,5440,Completed,Amit
115786,17-02-2025,C10030,South,Headphones,Accessories,2,3031,6062,Returned,Raj
115787,19-05-2025,C03143,North,Table,Furniture,5,6270,31350,Completed,Ravi
115788,06-06-2025,C16630,East,Headphones,Accessories,2,1404,2808,Cancelled,Neha
115789,14-02-2025,C05111,North,Table,Furniture,5,7932,39660,Completed,Sneha
115790,13-06-2025,C15171,East,Mobile,Electronics,2,19812,39624,Completed,Raj
115791,25-06-2025,C14398,South,Mobile,Electronics,5,18250,91250,Returned,Sneha
115792,28-03-2025,C14875,North,Headphones,Accessories,3,2986,8958,Completed,Sneha
115793,15-01-2025,C08534,North,Mobile,Electronics,1,21553,21553,Cancelled,Raj
115794,20-04-2025,C13690,East,Mobile,Electronics,2,20553,41106,Returned,Amit
115795,21-06-2025,C06068,West,Headphones,Accessories,2,1802,3604,Returned,Amit
115796,06-04-2025,C02887,East,Chair,Furniture,4,4124,16496,Completed,Raj
115797,17-06-2025,C17694,East,Table,Furniture,4,7176,28704,Completed,Ravi
115798,12-04-2025,C09672,East,Mobile,Electronics,4,19471,77884,Completed,Sneha
115799,27-03-2025,C09939,South,Laptop,Electronics,1,51498,51498,Completed,Sneha
115800,22-05-2025,C07623,East,Chair,Furniture,5,3410,17050,Returned,Neha
115801,22-03-2025,C04289,West,Mobile,Electronics,1,19252,19252,Completed,Neha
115802,20-02-2025,C14224,East,Laptop,Electronics,4,48045,192180,Returned,Sneha
115803,22-04-2025,C15865,West,Table,Furniture,4,8058,32232,Completed,Sneha
115804,15-01-2025,C10088,North,Mobile,Electronics,2,21735,43470,Cancelled,Sneha
115805,06-03-2025,C17051,East,Laptop,Electronics,1,49450,49450,Completed,Amit
115806,29-03-2025,C16970,North,Laptop,Electronics,5,49909,249545,Completed,Raj
115807,17-03-2025,C00354,South,Mobile,Electronics,3,21993,65979,Completed,Sneha
115808,10-01-2025,C10415,South,Table,Furniture,5,8460,42300,Completed,Neha
115809,11-02-2025,C18999,North,Mobile,Electronics,2,20793,41586,Completed,Sneha
115810,05-04-2025,C03098,West,Mobile,Electronics,5,18592,92960,Completed,Raj
115811,11-01-2025,C09797,North,Table,Furniture,4,7105,28420,Completed,Ravi
115812,28-04-2025,C19280,East,Chair,Furniture,1,4005,4005,Returned,Ravi
115813,24-05-2025,C08716,West,Headphones,Accessories,2,3811,7622,Returned,Ravi
115814,05-05-2025,C13676,East,Mobile,Electronics,3,21131,63393,Completed,Raj
115815,19-03-2025,C11537,North,Chair,Furniture,4,2964,11856,Returned,Ravi
115816,27-05-2025,C16064,North,Laptop,Electronics,4,48438,193752,Completed,Amit
115817,08-06-2025,C06795,East,Headphones,Accessories,1,2043,2043,Returned,Ravi
115818,31-03-2025,C07844,South,Chair,Furniture,4,2393,9572,Returned,Ravi
115819,08-01-2025,C14083,North,Laptop,Electronics,3,50171,150513,Returned,Amit
115820,01-06-2025,C02387,East,Table,Furniture,4,6785,27140,Completed,Raj
115821,16-05-2025,C06743,North,Table,Furniture,5,8674,43370,Completed,Raj
115822,21-04-2025,C18247,East,Table,Furniture,3,7993,23979,Completed,Neha
115823,25-06-2025,C11631,North,Laptop,Electronics,1,48772,48772,Completed,Raj
115824,07-06-2025,C07020,West,Laptop,Electronics,4,48579,194316,Completed,Ravi
115825,27-02-2025,C17161,West,Table,Furniture,1,7756,7756,Completed,Neha
115826,27-03-2025,C18048,South,Chair,Furniture,3,4422,13266,Completed,Amit
115827,24-02-2025,C11386,North,Laptop,Electronics,5,49126,245630,Completed,Raj
115828,02-05-2025,C17140,East,Mobile,Electronics,2,19671,39342,Completed,Amit
115829,18-04-2025,C12608,South,Laptop,Electronics,5,49921,249605,Returned,Ravi
115830,17-02-2025,C03696,East,Laptop,Electronics,2,48486,96972,Returned,Amit
115831,12-05-2025,C16687,East,Table,Furniture,3,8835,26505,Cancelled,Raj
115832,14-06-2025,C17483,East,Table,Furniture,2,8634,17268,Returned,Neha
115833,16-05-2025,C01405,North,Mobile,Electronics,1,20419,20419,Completed,Sneha
115834,09-05-2025,C17706,North,Table,Furniture,3,5822,17466,Completed,Ravi
115835,16-02-2025,C00305,West,Mobile,Electronics,5,19761,98805,Completed,Amit
115836,05-01-2025,C16392,North,Mobile,Electronics,3,19769,59307,Completed,Ravi
115837,27-06-2025,C01215,West,Chair,Furniture,3,4760,14280,Completed,Sneha
115838,24-01-2025,C12544,North,Mobile,Electronics,2,19880,39760,Completed,Raj
115839,24-06-2025,C10473,North,Laptop,Electronics,4,50774,203096,Returned,Sneha
115840,18-01-2025,C06521,North,Table,Furniture,4,8854,35416,Cancelled,Ravi
115841,25-03-2025,C00698,South,Laptop,Electronics,5,51565,257825,Completed,Ravi
115842,05-06-2025,C14969,West,Table,Furniture,5,6840,34200,Cancelled,Neha
115843,05-01-2025,C02727,South,Chair,Furniture,3,1819,5457,Completed,Neha
115844,30-01-2025,C06800,West,Table,Furniture,4,8085,32340,Returned,Ravi
115845,01-01-2025,C01924,South,Mobile,Electronics,5,21623,108115,Completed,Sneha
115846,27-03-2025,C19808,South,Table,Furniture,5,6656,33280,Completed,Amit
115847,23-03-2025,C09829,North,Mobile,Electronics,2,21742,43484,Completed,Neha
115848,23-06-2025,C16814,North,Chair,Furniture,5,4349,21745,Completed,Amit
115849,10-03-2025,C13334,South,Laptop,Electronics,1,48475,48475,Returned,Ravi
115850,31-01-2025,C05389,East,Table,Furniture,1,7607,7607,Completed,Raj
115851,01-04-2025,C19538,West,Laptop,Electronics,3,48872,146616,Completed,Amit
115852,03-04-2025,C09898,West,Headphones,Accessories,1,93,93,Completed,Ravi
115853,07-05-2025,C06157,North,Chair,Furniture,4,1401,5604,Cancelled,Ravi
115854,05-06-2025,C13282,West,Headphones,Accessories,4,533,2132,Cancelled,Ravi
115855,16-01-2025,C11183,North,Laptop,Electronics,4,48271,193084,Completed,Amit
115856,23-02-2025,C01221,East,Mobile,Electronics,4,20026,80104,Completed,Sneha
115857,20-05-2025,C19446,North,Chair,Furniture,5,1569,7845,Completed,Sneha
115858,20-01-2025,C05727,North,Headphones,Accessories,3,1366,4098,Cancelled,Neha
115859,23-03-2025,C12555,South,Mobile,Electronics,3,21507,64521,Cancelled,Sneha
115860,11-06-2025,C05951,East,Chair,Furniture,4,3143,12572,Completed,Ravi
115861,31-05-2025,C03123,North,Table,Furniture,4,8162,32648,Completed,Neha
115862,19-04-2025,C13500,West,Headphones,Accessories,3,1119,3357,Completed,Sneha
115863,04-06-2025,C00303,North,Headphones,Accessories,2,2640,5280,Completed,Neha
115864,23-04-2025,C14087,South,Mobile,Electronics,5,21401,107005,Completed,Amit
115865,17-01-2025,C07511,West,Chair,Furniture,4,4544,18176,Cancelled,Amit
115866,25-06-2025,C18463,East,Mobile,Electronics,1,21949,21949,Completed,Ravi
115867,29-05-2025,C14033,South,Table,Furniture,1,6646,6646,Completed,Amit
115868,27-06-2025,C03670,West,Laptop,Electronics,4,49288,197152,Completed,Ravi
115869,17-06-2025,C14033,North,Chair,Furniture,5,4055,20275,Completed,Sneha
115870,06-05-2025,C13355,East,Laptop,Electronics,3,51674,155022,Cancelled,Raj
115871,03-01-2025,C06550,East,Table,Furniture,3,8093,24279,Returned,Raj
115872,17-01-2025,C02480,South,Mobile,Electronics,3,18428,55284,Completed,Sneha
115873,19-02-2025,C10096,West,Headphones,Accessories,5,3792,18960,Completed,Raj
115874,02-05-2025,C19385,South,Chair,Furniture,5,1044,5220,Completed,Amit
115875,31-03-2025,C11098,South,Mobile,Electronics,1,20165,20165,Completed,Raj
115876,28-03-2025,C17745,West,Laptop,Electronics,5,48690,243450,Completed,Ravi
115877,06-01-2025,C03819,West,Table,Furniture,5,5159,25795,Completed,Raj
115878,05-06-2025,C02387,East,Mobile,Electronics,2,20254,40508,Returned,Ravi
115879,24-02-2025,C11858,West,Chair,Furniture,2,4337,8674,Completed,Ravi
115880,22-06-2025,C16284,North,Headphones,Accessories,2,1929,3858,Completed,Raj
115881,27-05-2025,C14197,East,Laptop,Electronics,3,50634,151902,Completed,Raj
115882,12-04-2025,C13978,South,Laptop,Electronics,1,49062,49062,Completed,Neha
115883,29-01-2025,C12047,South,Chair,Furniture,2,2414,4828,Completed,Amit
115884,31-05-2025,C04997,North,Chair,Furniture,4,2756,11024,Returned,Sneha
115885,21-04-2025,C08216,West,Laptop,Electronics,2,49644,99288,Cancelled,Neha
115886,09-06-2025,C17410,West,Laptop,Electronics,3,49910,149730,Returned,Raj
115887,10-01-2025,C17572,West,Mobile,Electronics,1,18365,18365,Completed,Ravi
115888,01-04-2025,C15860,West,Laptop,Electronics,2,48864,97728,Completed,Amit
115889,26-06-2025,C17392,South,Mobile,Electronics,1,21635,21635,Completed,Amit
115890,29-01-2025,C05471,East,Table,Furniture,4,6165,24660,Completed,Sneha
115891,14-02-2025,C01118,North,Laptop,Electronics,5,48056,240280,Completed,Neha
115892,20-02-2025,C07291,West,Table,Furniture,5,5802,29010,Completed,Raj
115893,11-04-2025,C08229,South,Chair,Furniture,3,1925,5775,Completed,Ravi
115894,08-05-2025,C15289,West,Table,Furniture,1,7886,7886,Cancelled,Raj
115895,11-01-2025,C09045,East,Chair,Furniture,3,3941,11823,Completed,Amit
115896,23-03-2025,C00634,South,Chair,Furniture,1,4537,4537,Completed,Ravi
115897,08-05-2025,C09445,West,Laptop,Electronics,2,48795,97590,Cancelled,Neha
115898,06-01-2025,C04515,South,Laptop,Electronics,2,50401,100802,Returned,Amit
115899,08-03-2025,C12182,East,Mobile,Electronics,3,21349,64047,Completed,Sneha
115900,03-03-2025,C01031,South,Mobile,Electronics,5,20569,102845,Completed,Sneha
115901,13-05-2025,C18947,South,Chair,Furniture,4,4073,16292,Completed,Raj
115902,17-05-2025,C10244,North,Laptop,Electronics,5,49369,246845,Completed,Amit
115903,28-01-2025,C09417,North,Mobile,Electronics,3,21249,63747,Completed,Amit
